id_worker,assigned_tasks,completed_tasks,absences,employee_calls,work_mode,location,start_date
9b06d913-0d1e-44f8-9313-9d830d769e91,15,11,4,3,Remota,Cali,2021-06-17
94e4d510-c68e-4ba8-a1f6-6f80cadc40a3,22,9,11,10,Híbrida,Cali,2017-02-23
01878687-3b74-4e7f-a75b-1b6e27af1bdb,16,12,4,4,Híbrida,Medellín,2019-12-24
9dcef6b3-ec95-4125-a7d5-3c95c4d3ee84,19,13,8,3,Híbrida,Cali,2019-11-05
450ce056-bd1c-4297-b700-03519742724f,22,14,8,6,Remota,Bogotá,2016-05-28
31d256d2-130c-4cec-9a1c-d08d9350db9f,25,14,6,5,Híbrida,Cartagena,2015-11-25
85b16409-3408-4c97-974b-7b4647a2bd7d,19,14,4,2,Híbrida,Bogotá,2014-03-10
015da9e8-a0e7-4148-866f-387098f197d8,22,11,10,7,Remota,Bogotá,2021-03-02
2c832636-e211-4ef0-b2c5-233be03a58b3,15,13,1,1,Híbrida,Medellín,2018-10-16
cc2dde56-4f00-4394-9479-feeb359b28e5,12,10,3,3,Remota,Medellín,2022-12-22
c9729ba6-5c11-4889-93d6-2da7ae346dee,16,12,1,2,Híbrida,Cali,2018-06-26
b4ca08e7-9cfd-4344-857e-984aa9a8504a,9,9,0,0,Remota,Bogotá,2023-06-06
db4f0b32-d13f-4a5b-ba21-add1a0554fa6,14,13,2,1,Remota,Medellín,2013-08-26
b70aff3d-ad69-4ac1-8de9-f1256addc638,28,12,12,9,Híbrida,Bogotá,2017-06-11
b36575b9-e45f-4d7b-85f2-8e8f741c7e36,16,11,5,1,Híbrida,Medellín,2017-08-23
09e7d866-27db-4199-8b50-42bc884f53f0,24,12,10,8,Híbrida,Pereira,2014-03-29
298ad340-4598-446a-a963-3403221f97c1,10,9,0,0,Remota,Pereira,2013-12-23
d3e261c9-122d-4081-8559-63d12c20d0ad,27,14,13,8,Remota,Bogotá,2018-10-18
6d766ac7-a84c-4b9f-ab2c-5be18f07a9db,13,12,3,2,Híbrida,Bogotá,2018-11-09
8f473c36-8a37-46fc-9f0d-fd6598f7fca9,15,9,7,2,Remota,Bogotá,2020-01-15
4678da08-6342-4c0a-a24f-db47cf8d5b84,22,15,7,7,Remota,Bogotá,2021-06-04
7d071ecd-f005-4215-a082-63074dc365c8,8,8,2,2,Remota,Medellín,2015-12-23
082e9eb2-2c7c-493c-9ea2-d76f6b1883fd,23,14,7,6,Remota,Cali,2023-06-24
5dd9150e-8f51-4054-bff9-e42d632235ee,28,10,13,10,Remota,Bogotá,2018-05-11
b1ef2984-9f8a-4569-a209-1360a26e6a0c,30,11,13,9,Remota,Medellín,2017-04-08
9fbef021-ab59-4b4f-8392-00cb4efcb54d,17,13,5,4,Remota,Bogotá,2015-07-17
47b0edd6-f723-42f2-aa97-1b9d5aeaa49e,27,10,14,9,Remota,Bogotá,2015-07-02
b46a0a56-51c7-48d9-8bfa-bbaa61a901ce,16,14,4,2,Híbrida,Cartagena,2016-12-17
034e422f-2bc3-41e8-8a13-4e3218fbab83,24,12,13,8,Remota,Pereira,2023-08-17
bbe8b447-a477-41a1-816b-d6a836553656,30,12,15,10,Remota,Bogotá,2015-04-28
c114784d-9b4c-49c7-9a7f-d13bf83dd280,13,11,1,0,Remota,Cartagena,2014-09-11
bc66df58-38cd-4bb6-b22d-b1590a1d161b,28,14,15,11,Híbrida,Cartagena,2018-06-14
9b6fd6a6-7146-48c8-b227-9c3eb472cdaa,20,13,6,5,Híbrida,Bogotá,2014-05-16
fbca0017-c479-4cae-bb44-f502d511bce0,18,14,5,2,Híbrida,Medellín,2018-05-12
e1563d1a-67d8-415e-a711-7a0785ceae36,17,10,8,6,Remota,Bogotá,2020-08-30
e487ad7d-b8f9-49f0-9f68-a19a75ad7f62,23,12,11,9,Híbrida,Bogotá,2022-04-17
57e1123f-517b-4fb9-8eda-2804b84789e4,10,9,0,0,Remota,Bogotá,2022-04-10
054a8d95-dd23-436f-9c08-33e6e20f4788,16,11,5,2,Híbrida,Medellín,2013-04-14
76f340fc-5869-4ec9-9784-a6599cec7865,10,10,2,3,Remota,Medellín,2013-08-05
45847244-0795-418d-a9f7-9af64712b038,16,13,5,3,Remota,Pereira,2016-09-04
328bd7d9-7580-4ec8-beb2-911a71f93f4e,22,13,10,8,Híbrida,Bogotá,2021-03-03
700e7b75-ea28-4d02-936c-dba1168444b4,21,16,6,4,Remota,Pereira,2018-11-22
d9d3b4d4-d3d2-4ca0-9d34-9e3459a88e2f,29,13,14,8,Híbrida,Bogotá,2020-07-09
2686c561-4575-4791-9cd2-774191dc8569,25,13,9,7,Remota,Medellín,2013-07-15
dc363353-9645-4ae7-9c29-303444e09a25,19,15,4,5,Híbrida,Medellín,2022-03-28
739931bc-b0c1-40c4-893c-a0501bcdde2f,21,14,5,7,Híbrida,Cali,2013-07-13
97866864-741e-4d65-b67f-36c1b5c174f9,11,9,1,0,Remota,Bogotá,2014-11-19
418aa6a2-20a0-4274-804c-8fd24cedac29,16,13,3,3,Remota,Bogotá,2013-06-03
35f6112f-6450-4759-bb2b-10ea53548141,13,12,1,0,Híbrida,Bogotá,2020-10-11
d29fcb4c-3541-451f-92a6-17c364f9c638,25,15,11,6,Remota,Medellín,2018-03-11
2a90974b-5408-40c6-857b-2772579f1872,17,14,4,1,Remota,Medellín,2020-09-19
60ee0749-acd1-4986-a77a-8597a3af4abb,21,13,7,5,Remota,Medellín,2021-11-11
ee676452-4be4-45e9-ad81-5154e05d39f6,20,14,7,5,Híbrida,Bogotá,2017-06-20
cbab0a4d-7611-41f3-833a-381efd87467c,23,14,10,8,Híbrida,Cali,2017-06-06
1c6e8e99-1a0c-4db9-9475-d6ec378d7286,26,12,12,8,Remota,Medellín,2018-10-13
dd9f1f70-5460-489e-bafb-91600f546248,12,11,2,0,Híbrida,Bogotá,2019-08-11
685371d0-4906-4d3d-80a0-dea74c08a9fd,22,15,9,6,Híbrida,Bogotá,2013-08-25
184fc702-bf97-42d0-9920-63ef1bf3ae08,14,12,4,3,Remota,Bogotá,2013-03-03
5dfc32ed-ef93-42b0-a6ba-10627b57b3b5,18,13,4,2,Remota,Bogotá,2017-07-22
1890f9f1-1887-4bb0-9b7b-1aa0d20893e9,12,11,0,1,Remota,Bogotá,2019-01-26
076b7d73-6756-45b2-ae5b-eac58f977c25,21,14,7,3,Híbrida,Cali,2017-07-19
78357567-2106-491b-811a-ab1189c26721,11,10,2,1,Híbrida,Bogotá,2020-09-27
01741ee8-8ece-4a70-a914-3ab57d47b25f,24,11,11,9,Remota,Cali,2022-12-06
6a8bfb9d-74a2-4e57-bf89-59f93348e55a,16,11,5,5,Híbrida,Bogotá,2016-06-11
8a2a9014-c447-41bd-9fe4-4900b1e6b828,22,16,6,5,Remota,Medellín,2019-06-09
